hsa-miR-101-1,hsa-miR-103a-1,hsa-miR-103a-2,hsa-miR-122,hsa-miR-124-2,hsa-miR-124-3,hsa-miR-125a-5p,hsa-miR-126-3p,hsa-miR-127-3p,hsa-miR-128-1,hsa-miR-128-2,hsa-miR-129-1,hsa-miR-130a-3p,hsa-miR-133b,hsa-miR-134-5p,hsa-miR-135a-2,hsa-miR-138-1,hsa-miR-138-2,hsa-miR-139-5p,hsa-miR-144-3p,hsa-miR-147a,hsa-miR-148a-3p,hsa-miR-148b-3p,hsa-miR-149-5p,hsa-miR-150-5p,hsa-miR-152-3p,hsa-miR-153-1,hsa-miR-154-5p,hsa-miR-15a-5p,hsa-miR-16-1,hsa-miR-16-2,hsa-miR-181c-5p,hsa-miR-183-5p,hsa-miR-185-5p,hsa-miR-187-3p,hsa-miR-190a,hsa-miR-192-5p,hsa-miR-194-2,hsa-miR-195-5p,hsa-miR-196a-1,hsa-miR-197-3p,hsa-miR-199a-1,hsa-miR-200a-3p,hsa-miR-200b-3p,hsa-miR-200c-3p,hsa-miR-203a,hsa-miR-204-5p,hsa-miR-210-3p,hsa-miR-211-5p,hsa-miR-212-3p,hsa-miR-216a,hsa-miR-217-5p,hsa-miR-218-1,hsa-miR-218-2,hsa-miR-219a-1,hsa-miR-219a-2,hsa-miR-221-3p,hsa-miR-222-3p,hsa-miR-223-3p,hsa-miR-23a-3p,hsa-miR-24-2,hsa-miR-25-3p,hsa-miR-26a-1,hsa-miR-26a-2,hsa-miR-26b-5p,hsa-miR-299,hsa-miR-29b-1,hsa-miR-30a,hsa-miR-30b-5p,hsa-miR-30c-1,hsa-miR-30c-2,hsa-miR-30d-5p,hsa-miR-31-5p,hsa-miR-32-5p,hsa-miR-326,hsa-miR-330-3p,hsa-miR-34b-5p,hsa-miR-375-3p,hsa-miR-377-3p,hsa-miR-382-5p,hsa-miR-429,hsa-miR-455-5p,hsa-miR-485,hsa-miR-495-3p,hsa-miR-503-5p,hsa-miR-504-5p,hsa-miR-516b-1,hsa-miR-622,hsa-miR-7-2,hsa-miR-9-1,hsa-miR-93-5p,hsa-miR-98-5p,hsa-miR-99a-5p,hsa-let-7a-1,hsa-let-7a-2,hsa-let-7c,hsa-let-7d-5p,hsa-let-7f-1,hsa-let-7f-2,hsa-let-7g
66.64342,50.33124,77.49679,26.18993,42.21122,15.33127,186.72873,14.20614,105.64995,87.94669,79.14111,181.93352,40.07725,59.34434,89.71605,7.15938,228.89069,40.25925,265.68063,51.62794,97.44507,9.33702,112.89023,166.12426,119.96043,83.68457,23.15409,23.73866,603.38082,56.2641,21.09068,117.33579,32.35211,197.38506,142.61363,4.65176,73.50097,176.14392,87.93251,134.04995,216.63424,10.31404,21.67251,95.76607,96.27245,298.99683,85.48436,478.76837,181.22662,172.24831,24.82858,6.69946,27.13043,85.55352,674.55181,120.43617,73.42204,20.62781,632.92043,268.21184,46.85211,159.0985,68.93997,41.69899,114.35547,18.68959,25.03102,18.80565,31.53169,153.37264,58.12927,34.0272,48.3344,72.0673,791.29395,67.17694,33.21117,169.44966,21.75429,48.29473,85.29869,72.42474,61.60325,9.42933,60.69103,137.65682,13.37337,356.64701,71.36056,52.52343,88.74768,48.00989,51.02653,75.44153,36.46893,4.22889,100.38536,113.22774,40.85613,147.43567
87.76621,41.58828,107.04364,14.68203,43.32006,12.2962,185.57619,9.37165,130.89218,78.10947,77.13165,193.47122,44.49371,41.25185,70.67192,4.62764,281.03732,57.46803,305.17955,52.45984,129.62746,6.41153,127.31803,215.63253,128.46181,74.40644,27.61613,21.19911,524.79678,47.61933,16.22099,110.44847,38.07644,194.11525,125.77114,4.17297,63.10936,162.63919,103.98341,124.32452,221.10225,10.31696,34.33686,101.76683,98.60657,373.96335,113.45439,486.19137,216.24182,256.95439,13.72376,9.01026,20.73437,85.03525,787.25889,103.99382,53.10723,32.92877,757.1701,278.73124,40.34004,146.03683,60.68555,48.22198,112.67603,17.23029,24.71563,15.08949,34.85474,167.7887,62.5781,33.84221,59.88134,65.26666,660.31764,79.38089,43.21662,305.1887,19.89215,33.56986,85.40403,99.12063,60.97461,7.16512,58.56989,116.93044,19.11215,422.08435,64.76271,46.10221,83.91629,47.25533,65.78476,74.90724,37.55475,9.559,110.56061,101.0978,37.62949,155.34732
56.12125,38.99307,97.19528,20.53064,38.37012,17.27328,176.21575,8.85283,122.66561,70.41637,50.75648,180.11246,40.95724,61.11769,71.95029,4.66194,258.74953,45.71677,294.11525,55.44555,112.43691,6.19572,112.64335,192.56508,102.11805,45.7981,12.94482,19.56436,567.95099,65.64205,17.2314,103.73317,30.75416,199.33496,117.76657,2.57296,61.27177,187.49979,77.66182,104.81512,229.09987,4.16289,13.95164,89.26446,110.20573,391.67927,68.82515,472.83483,182.10503,247.09952,19.14699,6.33705,10.84759,57.48918,693.41375,78.61334,48.58379,22.32345,936.29202,224.75755,54.51838,120.68261,47.54752,38.25601,117.17646,14.89543,19.17689,14.66794,28.31534,129.55651,31.03588,47.68171,46.26839,41.88122,665.60956,47.5725,28.57455,194.56725,23.55531,44.84121,107.63594,79.55355,50.16599,9.53203,29.82804,120.04284,11.3098,418.78676,82.92026,38.87284,56.84323,40.31972,39.95184,83.72446,61.95495,13.65758,83.65758,101.11239,37.75224,137.02044
88.91388,52.53766,123.02547,15.81996,41.75638,14.71577,142.0589,11.25795,95.89699,87.94531,69.95699,177.25253,38.90362,51.38398,66.12553,1.77361,249.80234,28.46536,223.27599,54.22007,104.10715,6.2997,148.75778,200.78158,104.74736,60.86639,24.83466,16.93669,540.85947,83.76747,22.26384,89.44085,21.57669,183.75616,131.99726,3.75785,54.48978,162.33676,70.4764,115.41279,208.12164,8.41417,25.74025,109.24628,77.17561,347.5465,90.89842,437.98346,152.20645,210.48914,19.47235,10.31876,10.38173,65.16154,694.26841,84.14409,63.73446,17.50409,737.46065,264.06093,63.41343,123.14789,64.35478,34.79506,95.4509,12.46797,16.39974,16.90703,27.69134,123.38154,44.89995,36.86935,52.50844,55.58229,713.22288,51.79283,27.68479,211.41055,12.93968,32.58277,64.91524,58.73697,56.8946,1.67348,50.70778,112.57987,8.3288,355.59912,63.40375,39.62624,68.47188,41.21515,46.70762,80.47446,38.14923,11.66258,108.00047,115.00997,42.8811,138.43102
59.67362,45.23898,108.70884,15.37291,42.22541,7.7443,228.92541,18.1311,123.9155,84.5045,85.64517,190.0285,30.11805,52.50714,67.68628,3.84492,247.00778,75.55782,287.10331,41.54226,100.85701,5.59441,98.21269,193.80261,98.4141,69.89288,19.17158,22.93248,462.17116,68.12071,18.96819,108.35182,44.40152,180.82501,140.61179,4.87797,65.5871,159.13757,86.98296,114.43902,177.35097,3.91473,26.38718,105.14858,94.72499,291.37333,94.32712,524.29556,175.80937,251.64144,17.64735,8.91271,18.88372,86.57252,709.29134,90.68065,63.7595,24.65369,453.43737,262.14074,58.26004,127.96252,52.51527,37.50964,108.80747,14.72545,24.14236,21.61619,35.5087,133.0237,46.31303,50.0461,55.33345,72.00111,779.85095,52.90426,28.8337,299.43815,11.95022,36.87429,84.59661,60.78061,48.70906,7.10291,37.05013,123.85035,8.74193,343.56596,72.08128,37.18369,66.09142,47.89814,58.94763,95.38222,42.68885,8.58766,110.54719,153.43624,34.80673,117.89153
74.28332,48.30918,118.28114,7.50558,36.5102,10.37617,135.47097,15.2875,78.91354,52.99163,48.10762,119.32131,33.36519,48.65077,56.13097,1.61243,198.68263,29.78999,208.33003,48.43431,86.3642,3.83585,152.86279,141.44781,87.17198,52.20135,22.76545,19.31917,674.96745,88.5279,25.1344,79.39016,25.36848,136.24359,122.06778,2.93142,46.98922,117.0948,76.64012,77.90685,156.08381,5.55339,28.37762,84.52609,53.83335,359.23051,87.89623,514.92704,138.05159,204.08877,15.48243,5.67798,9.70415,53.47297,559.62769,68.3246,59.45896,22.19495,1036.99256,211.76432,69.72476,111.24491,45.83258,40.9268,96.01054,11.34765,21.35763,10.51242,25.18651,117.32148,37.2654,40.2052,54.15882,64.61021,556.72725,48.32189,22.2513,185.05406,12.07695,34.13961,91.03438,59.31869,43.34071,4.54183,20.27576,80.81924,10.41191,388.04136,59.37652,39.12731,41.2557,35.76066,54.63568,82.25794,42.42337,5.46216,100.48152,165.72796,36.30201,154.33381
90.96945,46.77915,113.38283,13.68142,47.27921,18.25226,203.4308,20.20942,100.28209,78.09881,75.56826,181.85697,30.85625,50.67247,43.63874,5.91389,232.18825,42.10409,292.07202,62.47722,110.6031,10.60149,149.91734,187.43724,105.85266,65.91908,24.49036,13.84891,656.90708,71.05794,25.04056,100.99976,22.44552,207.15515,121.65433,6.84511,63.4568,140.90057,108.36701,99.99377,201.37183,8.15636,25.46804,104.65133,75.84748,360.80919,133.09751,510.09236,223.20014,216.38397,20.81753,11.92124,10.98583,48.8258,595.04187,96.08622,53.38854,27.8397,584.26987,237.87329,51.3207,133.97251,54.86736,53.54553,112.29791,13.48028,28.36761,21.05206,30.86854,159.36102,45.81821,39.58365,50.6046,85.5359,695.53808,58.12717,36.657,345.31581,14.52492,34.53473,84.65946,74.43082,49.25143,4.55218,44.6993,112.68132,13.44052,450.21587,80.34236,43.2305,86.90614,41.94162,52.23253,87.57946,42.79944,9.87692,108.39622,142.74555,45.45245,151.89487
64.62509,38.61564,100.09151,33.96265,69.72206,18.15976,240.66947,17.73053,239.26886,91.21076,116.35118,295.30773,42.49727,58.67059,118.23225,9.70569,448.77408,50.479,551.81875,53.88847,150.62563,15.32457,132.09764,234.92623,261.61896,93.56977,31.35958,21.86655,360.08822,52.73005,20.20229,258.3789,50.35245,340.50886,171.79733,13.21985,117.78403,257.34103,178.39383,173.16878,394.84467,17.88954,30.08356,140.96097,171.44605,362.96919,219.22616,497.84833,455.94882,345.33958,41.98434,15.56296,19.68131,87.94508,506.87978,133.40567,82.2728,45.8309,433.90821,337.24362,46.74675,181.83198,145.96514,43.41752,155.40633,18.49419,24.34459,34.30005,56.99475,216.73463,89.06791,50.28259,82.48452,55.25371,972.04165,135.2267,69.57255,286.76547,32.2467,75.32885,159.82875,224.95646,90.23433,14.22561,88.89152,188.82962,30.45773,639.74155,111.68777,92.27238,126.46505,43.79671,62.48228,95.15348,49.30609,11.97564,129.08872,101.26307,39.7208,102.38998
90.04895,53.81423,128.04769,18.49063,39.43108,10.1975,164.60222,12.11136,93.69777,65.3803,55.88748,141.24527,25.56721,43.92466,48.76238,9.67115,203.17773,30.4785,244.03675,29.34633,103.66701,5.0541,105.24278,146.48435,107.50096,66.87022,19.8068,17.8423,709.53494,66.38435,20.34969,87.89717,27.04971,188.33072,117.64203,2.36679,52.57255,145.38301,93.67651,106.52565,208.75486,10.99303,19.8723,83.8661,70.5043,410.08597,95.73412,403.53102,167.75218,208.67759,10.74668,10.88859,14.20945,53.86057,525.96062,88.2308,60.12108,17.72923,1140.38426,305.41216,84.94657,123.4287,47.1494,49.20639,105.34974,14.27806,35.06239,19.97538,21.61998,126.70425,41.62309,42.05274,53.84618,42.28618,599.80599,49.73095,22.85798,197.55733,15.63568,36.96793,64.74408,68.22667,54.72029,4.46668,38.84909,101.17791,11.60936,485.37293,61.13158,38.98515,58.03371,37.78958,55.70746,77.75603,49.14834,9.07274,98.67031,127.80773,36.02078,116.21839
75.22179,27.48031,83.16499,13.98302,41.08131,16.84146,166.57585,15.05443,102.31428,69.02319,60.75586,197.89429,32.61229,64.67704,73.18432,4.72677,243.70807,38.47534,212.88134,58.32222,93.83172,14.81439,107.66491,246.53717,99.11223,58.4415,17.96616,29.30833,377.86921,51.57235,18.10609,88.74925,20.25962,167.234,140.51483,2.74509,66.48066,155.09899,71.25645,96.03616,171.88555,0.02443,26.50721,68.61939,73.38735,301.1578,96.7408,521.14098,118.32824,210.41913,24.33974,8.69532,8.15092,41.37377,659.32255,77.05796,60.32453,17.11356,650.96144,248.34394,44.04964,147.73953,41.7433,35.50887,103.37954,22.94087,16.63356,10.41671,25.10624,119.04793,29.15237,46.92256,28.91895,51.7262,681.3039,52.42656,23.52868,185.86009,11.09554,33.75387,120.22064,67.67792,51.28441,4.8297,42.70332,106.54838,5.70682,411.22684,70.10757,39.9798,70.34137,43.09219,45.34431,61.97498,48.39884,13.03506,83.4375,63.37016,55.49891,182.9956
112.17355,43.62651,119.30021,19.85234,43.53148,7.89798,162.50146,10.53104,108.68609,77.34607,67.76699,156.08345,33.25968,56.11668,57.10742,9.11684,218.39318,29.8664,251.7907,55.25042,107.65853,10.00091,111.42038,162.37101,110.71203,75.41126,19.90242,22.91987,739.37007,78.40079,20.7044,95.86071,33.54516,177.77906,106.8281,7.21698,54.08772,161.62705,94.31746,120.88186,256.28883,8.12894,20.69152,93.29903,88.61576,362.8379,80.65789,404.04422,148.40612,193.41787,17.64352,11.53463,13.83026,65.02682,792.0996,75.60928,61.07022,15.76796,1121.08352,298.23262,109.42333,122.34714,51.87312,42.4245,98.69846,19.09677,34.09054,17.70023,23.65206,133.04233,40.81789,49.4618,45.425,49.60013,615.49709,56.76649,28.73804,158.11129,11.46966,41.75441,74.05386,70.17662,69.35027,6.55614,49.75623,100.36187,9.46679,416.78668,64.33099,44.08006,63.49328,42.39667,54.93267,84.72709,42.55971,11.46004,94.85564,135.13947,49.33284,164.01428
96.31379,46.90077,107.59399,14.4567,44.28589,12.22465,135.26229,14.86418,103.10996,71.51572,58.09989,154.9829,31.77454,47.04711,73.70796,3.69973,207.86536,31.89067,243.25185,54.95473,101.68802,8.50818,111.53036,142.40073,124.5165,61.16065,20.62254,17.28027,652.11146,65.87103,20.80572,83.28903,28.16665,166.16313,104.03224,2.99268,47.18813,137.17585,88.56136,103.58455,200.90115,7.27247,19.15577,95.27937,68.56937,299.19198,75.80124,392.3829,151.61135,156.23848,16.64712,12.41685,14.72767,55.92877,584.96378,91.68769,71.7903,18.31899,966.45793,233.66254,72.50366,124.14666,48.86269,35.41242,97.89963,19.40633,31.97348,18.4407,23.23672,107.80591,36.34912,38.21522,40.27076,48.58826,564.44842,50.71275,29.04854,177.64946,16.70216,33.4681,75.66758,84.7116,48.28146,5.48468,31.58682,107.01094,10.07975,374.75359,74.15563,30.13678,56.84009,39.68182,50.72747,84.49575,44.96769,9.78742,101.21551,122.76095,36.85239,164.49299
49.0358,41.42028,89.93487,16.86948,29.85452,14.32774,129.29576,16.0599,81.14758,79.94751,56.09578,120.90689,27.94727,52.33798,54.78874,3.71301,179.69402,31.80447,176.56726,40.87461,62.84632,3.69085,121.29979,110.64392,92.07103,55.65009,15.87476,24.24085,730.5134,56.05786,18.65408,84.28845,27.26598,148.29576,102.01587,4.36809,52.54179,112.4147,59.26519,84.71491,154.91404,2.15235,18.21959,83.07306,48.02958,259.17649,81.63343,361.75809,142.72296,161.09084,15.91002,2.82442,14.71137,53.22903,541.74051,69.75687,57.57857,15.78147,305.63183,174.5093,34.62812,116.16866,47.29445,38.46913,79.88886,19.91936,19.36199,13.86308,17.15401,100.37371,30.94696,37.26417,47.51749,83.77409,491.90069,41.68869,28.88693,221.9431,11.27092,31.97335,52.89836,49.98194,42.70511,4.84907,35.94995,87.50105,9.05876,408.82772,47.91969,30.16105,61.08209,41.39397,48.6357,92.5384,35.91153,11.83246,102.40507,154.1461,37.57614,146.60315
59.21267,32.59747,92.00946,14.62332,55.39642,11.73598,148.80004,13.71304,100.28279,66.9988,57.06224,180.17701,32.65356,47.12988,62.76546,3.88542,247.80572,34.9514,257.41049,58.55156,105.2846,7.9797,123.31354,142.66604,114.89993,57.74903,14.16165,21.98432,567.88448,57.15212,22.64971,84.29157,25.80504,195.44785,118.50677,6.33664,65.05093,161.3702,79.10716,106.23458,174.22908,9.47247,25.43584,96.25833,66.75703,277.16114,88.02666,396.2591,162.60684,181.79978,23.10621,14.45065,12.47337,51.44106,566.89268,84.0753,63.31052,22.43506,641.40403,191.0761,33.84556,131.78936,54.74336,27.3385,85.70382,12.97842,15.87534,17.26451,24.41371,112.24012,46.6936,36.63489,50.71774,48.89195,570.89462,66.2965,40.50229,215.84001,10.93776,33.05866,99.64075,76.68428,48.992,5.63035,51.81755,101.71224,11.40162,379.91726,81.84555,28.78301,65.27205,43.34107,46.21635,78.30864,43.90272,10.78003,103.95316,117.7281,38.85034,103.43864
75.98354,45.45697,91.57336,12.86206,49.80424,17.00966,160.75171,12.08975,113.87202,62.02758,66.32412,167.85473,36.18891,49.01774,72.25492,3.74921,232.86973,37.94386,273.31959,54.10991,133.77352,6.26061,137.3902,207.6932,143.94473,56.17417,17.16751,25.28041,813.757,49.49768,19.85125,101.82031,34.53107,188.2779,126.23766,4.88408,57.32586,155.46657,101.92103,110.48529,214.02512,4.91441,16.78711,91.99091,91.43632,297.46455,101.90946,416.09883,206.03258,189.61397,16.77147,10.81692,24.50355,64.97771,565.93402,103.89491,58.99533,26.12852,655.09258,250.61044,45.87018,135.53949,69.5291,46.67918,108.51379,16.65217,25.62682,14.067,29.4319,138.80256,47.07577,31.58538,63.02324,58.781,659.63432,61.15291,34.58701,258.91419,12.90743,47.53213,82.9365,79.95351,56.18427,7.59232,52.65344,107.77358,9.11681,393.41887,68.5985,41.84401,81.58845,38.757,48.92627,65.70572,34.51383,7.99192,94.32705,127.95642,21.65924,168.03122
93.70231,50.04614,154.09867,10.74258,38.8209,16.2874,121.07592,19.27434,72.7514,50.31897,42.25937,127.08348,37.73024,40.01671,55.12822,4.56076,166.90967,28.71583,187.91704,26.59322,108.12351,6.11848,130.90887,157.77634,74.92846,61.85704,18.41713,17.51749,773.34973,76.69917,29.24646,79.09976,19.6069,148.96463,99.10305,3.86018,51.41288,121.79302,77.27765,83.78288,143.82293,9.44277,15.84501,79.56349,46.36285,273.2028,76.11523,405.06576,135.60066,143.74116,19.15006,10.88393,8.81169,44.78902,467.09818,74.95846,50.64594,17.67318,711.0197,191.7108,74.2501,109.3756,52.64618,34.87339,80.48113,9.93875,27.42286,19.06403,18.46218,93.84072,40.52155,33.93773,59.08212,61.76707,534.62901,50.60353,35.60882,258.73869,11.43593,32.73676,89.57853,60.20415,38.31364,6.55521,36.06499,92.76995,6.2823,291.40637,61.41956,31.4115,58.13919,33.03555,50.81288,79.36681,42.60807,10.19542,107.4922,202.13145,41.6188,149.11346
66.54645,54.32915,139.48447,22.75869,45.87784,8.39548,207.42099,10.07513,155.10501,98.87606,91.33171,191.05781,38.21496,47.35481,94.68434,11.04524,309.10732,53.40612,358.15147,30.25419,118.54741,7.61219,99.01869,192.44807,161.83526,63.57011,16.92917,24.87689,644.2381,63.72325,26.7572,139.91854,42.40886,213.92651,140.35729,6.40962,61.47521,210.69349,122.97137,135.02389,264.61259,8.73868,23.6399,112.31992,131.77899,347.87195,120.02522,440.64782,244.87493,234.57427,24.52832,7.55648,17.00189,93.44114,784.07541,93.90558,71.8514,27.61119,486.6134,334.70922,47.46509,149.16063,81.06347,43.58712,114.72121,12.86631,23.26232,21.62261,39.10441,173.08843,58.31102,29.95094,48.35001,52.36013,855.9087,71.69132,43.38867,155.4373,30.81765,44.35309,84.28617,95.42434,70.36748,5.96974,70.41501,148.9371,21.96664,335.13753,98.66559,68.51475,78.35004,43.46891,75.72808,84.81257,40.53472,6.92219,110.45104,141.66874,23.04341,110.24583
51.42987,63.13675,85.02132,40.46427,78.15844,14.2648,273.97558,16.00225,258.71664,101.73866,145.32824,325.84593,49.12648,34.63815,154.36806,15.44698,769.32025,55.87148,762.26137,27.20506,350.67753,12.05013,160.68753,228.23601,341.27271,90.18158,30.41274,36.23668,276.45601,39.48924,21.3296,332.93553,70.57339,495.87812,190.40945,15.61916,154.61463,320.14146,249.42581,225.94227,574.04083,28.91972,26.32841,138.25219,309.8343,432.00054,259.63111,763.55637,612.23336,513.45322,53.35882,13.26587,14.77428,172.40117,1672.06027,234.02457,105.84008,56.17937,328.55964,384.06174,36.29948,188.93994,185.78571,41.32457,174.57393,13.3187,15.00106,40.15797,84.87118,335.88429,114.22209,33.7529,107.4602,55.52075,1583.81558,178.03978,85.72279,214.49675,38.049,98.80095,192.29966,285.53768,117.45218,30.69687,114.52849,227.38253,50.03672,924.88501,135.43694,150.29395,132.20772,28.40767,97.84855,71.86267,34.40117,6.96342,159.74377,65.46805,16.8012,68.58527
44.72789,20.27272,53.9509,18.5842,43.05955,18.70456,207.92774,19.32333,143.62283,86.57151,112.55806,223.84596,44.12712,76.04709,75.42513,6.98543,307.8982,44.45871,286.93306,26.10059,79.25097,8.07753,67.91738,192.64532,173.60615,77.72545,21.72309,29.0495,296.37678,41.39067,19.35343,97.2896,35.56882,259.37463,158.10446,4.37267,74.01088,204.66914,95.31955,142.81921,242.5313,0.00534,13.83854,98.17805,119.37374,308.80881,93.85539,445.51076,167.46204,310.52031,17.42945,10.02811,10.01851,72.05458,1017.46305,83.5152,77.21328,23.64451,350.71819,260.46848,55.98464,145.75087,46.00653,20.85898,115.43936,19.56205,18.09738,9.14878,43.53916,164.50646,40.5891,30.20761,47.96544,59.35333,980.71735,60.33266,36.38954,126.16662,11.04644,51.43906,38.30643,52.30657,87.32054,4.52647,62.87085,145.36678,9.42913,301.32197,87.6656,59.4456,65.17678,51.8687,72.74278,69.80622,28.50918,7.20048,71.89448,62.70353,49.09647,104.17616
74.93965,57.68869,110.5601,20.02493,44.24305,12.38617,129.94316,18.05794,80.66524,82.2396,53.19666,171.39645,33.80191,56.63069,67.72058,6.81858,201.62904,42.63579,198.66146,71.42943,100.60374,8.05979,131.44933,161.90057,94.19918,54.02385,16.26188,17.64182,598.41211,62.07753,25.51645,69.25253,28.30593,175.19775,110.48161,6.48266,59.73387,146.60504,82.56781,95.63133,174.76317,7.2064,20.45613,79.87884,68.6097,253.73261,73.46607,407.96035,154.21505,177.98693,18.33576,12.26539,13.33374,56.66857,503.21827,78.59476,53.22976,23.16409,557.70563,214.82367,48.40592,116.30709,54.17812,32.64549,91.94764,22.07591,25.34315,13.47778,21.76898,107.76075,42.75768,39.36701,53.61524,91.85444,569.01184,53.36241,29.81019,207.08988,16.89356,31.77782,73.6482,62.62854,49.19133,4.50039,38.27932,93.20662,10.64989,451.20508,57.18661,42.78444,74.88186,49.61978,50.72406,85.65113,44.81331,6.93172,125.12721,176.91892,41.32742,186.97745
96.50067,47.62429,121.77832,18.56739,57.36352,11.66743,194.42506,15.28665,112.83139,74.23516,60.31601,152.73897,40.4008,43.38768,77.31717,11.00463,259.4508,31.96293,304.69701,38.40749,112.74234,8.29949,145.59536,205.87298,146.27632,80.97488,27.76745,25.35404,617.58238,52.87189,25.44266,123.61758,46.66893,182.28497,140.88235,7.26112,58.56267,170.81565,103.63997,119.01047,195.90747,9.29689,20.2345,103.10828,96.43238,354.24592,107.65789,451.53966,231.0928,219.52449,21.7577,8.90745,18.75438,75.52888,796.75757,111.0069,52.78799,30.86809,763.59412,328.23061,55.33049,150.67425,59.10121,52.11706,108.70388,11.06252,38.85835,24.4476,39.5284,159.31636,60.52126,38.16595,63.63006,58.32763,689.10996,69.98428,32.40491,275.85199,26.41353,36.62595,61.59123,86.32305,62.04243,9.99258,52.0781,99.56645,17.69777,407.12925,78.58401,47.25962,74.88565,30.5165,64.61299,63.31509,33.26508,8.28242,90.43678,86.18928,32.19624,127.22625
53.44302,32.96368,67.29869,10.11746,47.04308,18.87214,143.94042,20.80693,88.86878,43.93716,28.38938,166.53064,36.8691,46.59251,51.51768,3.81485,171.61545,39.46264,188.54122,54.61866,91.25514,8.95323,94.07334,191.61271,62.22931,44.97845,11.4742,19.03135,949.71496,56.91511,29.18557,58.25793,9.1012,138.52197,113.92021,5.6791,46.45489,116.32693,64.36541,61.04664,115.3758,1.28157,24.87948,71.52454,46.10155,269.35894,93.23942,546.83683,106.13161,178.78311,16.88734,5.86767,14.53701,57.23505,723.12085,66.91834,42.43157,8.81724,520.67795,172.97981,35.04878,130.89151,38.27574,20.14853,77.62297,21.01888,10.16143,11.8357,23.28878,83.17534,23.48181,37.7294,26.28681,58.52261,455.75974,38.27114,18.79803,298.817,10.57002,26.41368,136.03496,58.95707,43.46075,7.09346,33.72132,76.01246,7.27013,229.15512,55.37803,33.57333,62.31538,48.13855,53.3779,72.67006,47.25097,13.96442,115.70968,199.87592,47.84482,104.7627
60.24313,42.52577,93.66337,16.81249,40.28432,17.47719,134.70178,14.49875,91.49908,67.05218,57.43529,150.27616,31.38374,43.76066,44.25446,6.18729,220.7307,34.23096,232.2764,62.03549,110.23267,9.46523,134.47658,190.747,100.69452,53.97059,15.97517,15.16914,608.41446,58.34676,27.54263,95.27026,27.65241,155.93857,113.16552,3.10326,54.81928,134.41171,82.94594,105.59149,172.61686,5.44333,25.27853,70.53116,65.76757,329.53811,95.23462,416.71515,150.91752,172.22084,19.70757,8.50237,15.29709,61.31602,651.74709,85.66533,51.67792,18.80593,648.33739,209.10678,42.3862,127.85358,53.39465,37.34899,104.87065,15.00232,21.09732,16.06228,22.72212,107.4909,45.9822,44.5215,47.45943,59.00229,582.14825,53.77385,23.88178,203.37144,10.89354,32.78451,75.11113,68.55391,55.20616,5.99762,33.59786,114.44277,12.16637,377.0555,61.05106,36.81563,55.47581,37.92086,61.43613,69.18175,35.13292,12.0562,104.33701,117.97571,40.57869,152.29255
57.93928,41.78794,81.82161,13.87956,28.74517,12.22564,104.28727,5.06646,104.63134,63.29758,32.32491,110.67329,34.29817,41.02328,51.72842,0.48497,154.74061,36.23638,186.8807,35.12621,83.17984,11.53252,123.65276,145.42504,66.93217,41.3476,12.89596,11.34916,940.37895,59.61071,19.70114,55.49833,18.0828,129.65414,110.27973,5.96497,45.48383,107.85421,68.42621,73.72838,133.43014,7.04659,14.89356,53.94624,51.41747,281.3743,78.67021,465.81606,129.95951,152.22505,18.58381,3.47974,10.3343,39.77156,701.30603,67.38348,43.87534,14.93411,567.65137,162.27385,40.87285,110.75372,51.18465,31.63377,60.97031,16.0707,19.06775,18.12645,16.9441,81.03904,44.24876,36.35617,45.59928,68.61147,475.98331,41.47367,31.78992,234.21549,16.6459,36.59086,78.9761,71.36254,37.94519,1.21227,30.87826,69.90873,8.49645,327.49501,64.33909,27.70809,68.6849,37.81309,42.80569,102.7784,37.03381,13.78151,122.09392,252.23231,38.49935,139.81791
56.34401,42.8767,114.67234,20.02212,53.50415,14.3875,157.3896,9.89162,118.76398,87.18389,67.55176,213.29957,47.95973,48.41928,84.09395,4.70128,278.99607,28.27231,305.92242,53.29916,112.60262,10.24041,108.50246,212.2144,123.43585,56.27582,15.17805,20.33147,516.68583,59.45305,20.04879,88.60093,40.76772,197.78127,137.15617,5.71803,75.18073,167.68659,92.58508,98.8621,193.45581,8.53274,25.96254,110.40871,93.97811,386.03627,108.95373,515.05278,170.44303,206.53588,25.55921,6.99414,12.36735,72.40018,807.5315,72.58781,42.71746,23.00378,932.12962,248.69874,64.09266,150.25417,58.19965,31.2064,121.30447,22.13933,25.27628,13.33665,27.08235,132.43719,40.77357,27.70616,58.02765,55.89468,723.86033,68.55777,32.78078,213.95088,16.26862,38.15805,95.68101,81.23172,69.36446,7.84315,36.8594,84.52162,12.04287,385.75938,73.42449,49.2796,78.39263,38.04129,57.27441,88.6437,35.50304,11.6045,94.05512,102.70285,35.92037,114.67089
