hsa-miR-101-1,hsa-miR-103a-1,hsa-miR-103a-2,hsa-miR-122,hsa-miR-124-2,hsa-miR-124-3,hsa-miR-125a-5p,hsa-miR-126-3p,hsa-miR-127-3p,hsa-miR-128-1,hsa-miR-128-2,hsa-miR-129-1,hsa-miR-130a-3p,hsa-miR-133b,hsa-miR-134-5p,hsa-miR-135a-2,hsa-miR-138-1,hsa-miR-138-2,hsa-miR-139-5p,hsa-miR-144-3p,hsa-miR-147a,hsa-miR-148a-3p,hsa-miR-148b-3p,hsa-miR-149-5p,hsa-miR-150-5p,hsa-miR-152-3p,hsa-miR-153-1,hsa-miR-154-5p,hsa-miR-15a-5p,hsa-miR-16-1,hsa-miR-16-2,hsa-miR-181c-5p,hsa-miR-183-5p,hsa-miR-185-5p,hsa-miR-187-3p,hsa-miR-190a,hsa-miR-192-5p,hsa-miR-194-2,hsa-miR-195-5p,hsa-miR-196a-1,hsa-miR-197-3p,hsa-miR-199a-1,hsa-miR-200a-3p,hsa-miR-200b-3p,hsa-miR-200c-3p,hsa-miR-203a,hsa-miR-204-5p,hsa-miR-210-3p,hsa-miR-211-5p,hsa-miR-212-3p,hsa-miR-216a,hsa-miR-217-5p,hsa-miR-218-1,hsa-miR-218-2,hsa-miR-219a-1,hsa-miR-219a-2,hsa-miR-221-3p,hsa-miR-222-3p,hsa-miR-223-3p,hsa-miR-23a-3p,hsa-miR-24-2,hsa-miR-25-3p,hsa-miR-26a-1,hsa-miR-26a-2,hsa-miR-26b-5p,hsa-miR-299,hsa-miR-29b-1,hsa-miR-30a,hsa-miR-30b-5p,hsa-miR-30c-1,hsa-miR-30c-2,hsa-miR-30d-5p,hsa-miR-31-5p,hsa-miR-32-5p,hsa-miR-326,hsa-miR-330-3p,hsa-miR-34b-5p,hsa-miR-375-3p,hsa-miR-377-3p,hsa-miR-382-5p,hsa-miR-429,hsa-miR-455-5p,hsa-miR-485,hsa-miR-495-3p,hsa-miR-503-5p,hsa-miR-504-5p,hsa-miR-516b-1,hsa-miR-622,hsa-miR-7-2,hsa-miR-9-1,hsa-miR-93-5p,hsa-miR-98-5p,hsa-miR-99a-5p,hsa-let-7a-1,hsa-let-7a-2,hsa-let-7c,hsa-let-7d-5p,hsa-let-7f-1,hsa-let-7f-2,hsa-let-7g
139.2973,65.02297,148.83406,21.59942,48.34221,9.60655,108.29019,9.22098,99.77603,71.44881,70.96134,162.72837,33.51138,37.98933,56.44584,5.55781,279.29414,17.05926,271.27924,54.75467,144.84264,4.59112,169.88256,190.08432,121.17057,64.38825,31.64294,21.87937,616.87261,73.08893,28.04597,89.96126,49.0895,172.26614,108.59541,6.14659,47.97542,176.66888,102.2969,114.94684,260.99065,12.63931,14.27491,81.19326,90.61574,296.17488,122.61461,247.13318,223.30581,182.75579,17.98407,27.29007,15.95882,58.94885,911.4792,69.14801,66.19695,22.65535,1678.17267,281.70476,69.56358,124.56014,54.44497,49.48071,121.57952,16.47171,39.93592,23.91145,31.74492,145.63049,72.38069,31.19455,46.05305,71.15907,658.22172,66.78847,41.27146,124.36305,13.08613,45.12285,121.82917,83.7129,60.99729,5.11363,58.28775,109.70617,9.49436,243.61547,56.28448,44.80064,99.31333,34.8453,56.61194,88.55196,42.86156,6.26707,115.47356,119.98961,21.34191,255.75884
95.47733,44.2929,128.20484,16.47616,40.93848,14.53158,115.14653,18.20991,102.48105,68.21048,70.21299,146.55226,29.77902,42.91606,65.42866,8.82398,247.08282,41.43764,242.03142,16.80995,94.91221,1.49311,76.12529,184.58584,107.7407,55.61162,17.48421,19.20727,744.00836,56.50706,20.51378,102.40746,27.12774,197.81642,148.0222,4.89885,61.58056,161.17142,66.20395,127.60186,198.59195,0.98284,14.90117,94.48065,86.43865,332.40443,84.7726,355.77861,165.4482,174.11019,18.34963,17.51531,15.76363,99.31057,767.53647,53.51837,58.29316,19.49339,1372.78405,295.22486,51.46675,129.45265,57.75198,51.51027,112.05391,10.49786,23.22167,20.2887,32.21832,129.9271,32.39758,26.59182,31.69891,55.48876,581.98526,62.49258,28.56987,239.08196,17.3158,55.38804,82.02333,56.98432,54.81086,8.65829,51.97348,86.68817,9.9332,297.66156,71.5346,59.08658,51.50451,34.73458,58.62546,77.04811,36.24572,7.29173,73.40936,122.58508,25.03636,150.36113
73.87824,61.26087,130.11246,20.73983,41.9016,6.3541,128.10675,11.49629,150.32185,78.09341,92.76653,198.70818,50.20359,52.60598,100.24298,6.11314,399.91215,22.72305,419.13662,53.00488,137.94433,10.89031,186.73814,225.37405,192.03663,64.82033,32.75436,24.26715,663.86146,63.57155,11.5076,163.86671,47.10572,289.83039,105.32346,10.05686,75.03278,206.16544,140.82029,139.83367,310.9639,17.44195,20.41007,104.21255,146.38794,312.35001,153.14616,389.81627,321.7899,287.48074,29.39815,6.2682,15.47017,114.96183,774.8091,104.35848,70.04343,35.1095,818.3308,297.00488,68.01313,128.26436,96.42592,40.70226,171.26836,11.37949,36.13498,26.47571,51.92841,186.75684,67.85004,26.73366,46.90538,68.21148,713.76979,108.76381,71.0117,127.21742,18.16369,71.30248,127.77057,135.50851,43.1345,12.0658,80.86328,156.26114,38.11229,447.31798,84.33888,77.97771,83.71955,41.26047,73.1302,88.27212,47.464,6.8357,102.36564,110.91618,19.3805,157.20055
86.68571,70.23569,105.25254,21.19293,43.76136,10.71222,164.47552,15.30612,152.8474,58.27497,71.06494,160.33812,31.56755,44.98459,85.0342,5.19913,405.38677,26.51796,415.06726,46.19492,150.16641,10.39212,190.70357,217.47594,144.58212,53.59936,32.5288,21.1735,568.79683,57.88098,27.16492,123.86285,53.08157,278.05115,123.37794,6.53681,69.1609,229.77563,145.48182,124.69629,344.65988,17.272,13.69949,88.5441,159.26836,305.13625,143.09967,356.79034,291.05202,269.46885,23.47848,15.54461,9.85222,91.5802,712.43074,82.42709,63.60406,37.09378,876.27246,359.6536,48.93574,169.91111,85.63683,41.14276,143.17674,9.36862,27.16457,22.16685,48.30399,157.77528,67.15908,23.83197,47.51343,57.9017,812.04466,86.93747,51.02877,169.48237,25.06408,63.82793,147.86651,97.02701,84.90446,12.89701,51.18259,107.80432,27.42843,273.39761,71.31924,78.59421,86.88453,31.62055,54.85513,89.46315,46.23959,8.22372,121.75014,96.21138,17.22887,149.87381
57.36535,42.67701,86.07418,21.89004,46.26504,4.75064,139.27038,5.78553,111.54476,61.86296,58.93947,162.76239,40.54199,44.03492,72.49803,0.00867,240.54737,20.03105,276.19898,35.69742,105.52089,6.10224,119.45964,191.77704,104.90018,67.33971,23.95951,23.2011,495.32946,51.82459,16.27636,95.90926,41.71732,206.16176,110.48986,5.84324,48.76925,170.42875,75.92978,122.32793,188.99094,11.5699,18.14047,76.01382,102.31336,327.20756,105.40346,380.63027,170.965,206.11081,22.70218,12.64438,12.55878,71.05986,864.2406,81.8913,57.69805,15.06412,760.55488,228.46478,46.27909,124.70977,56.12467,33.66128,108.44464,12.3245,20.22377,15.40222,34.9977,149.26604,49.07939,22.95292,36.77982,53.55236,655.9526,71.61242,41.83678,149.49771,22.94813,54.50047,58.24433,73.81625,67.9957,5.43687,52.97103,111.05709,17.90141,270.45784,64.67892,60.8864,76.84718,42.86799,37.05923,61.98244,42.19785,5.12377,80.47613,119.37817,25.60022,137.8523
79.15884,47.78691,113.89807,25.3888,51.18314,9.93604,145.71014,14.75488,123.36896,76.85243,88.3674,207.83368,57.76876,37.30047,89.88459,6.22248,387.62112,34.15205,367.62437,51.85827,124.35618,10.30384,148.35216,194.89047,146.01896,65.40667,21.36983,25.33377,289.89091,43.10856,20.06023,132.7063,30.72355,234.88958,102.34666,16.18972,85.75428,205.5956,130.55663,124.04261,290.50495,29.50045,11.37298,105.63451,147.08798,285.28653,100.63506,266.19347,268.8535,255.18402,38.43935,8.98992,14.25164,103.39386,687.79642,95.66634,68.68516,34.76302,1214.65865,373.11401,89.73668,143.22199,73.69884,45.87271,142.66338,18.64322,32.51056,17.09532,47.73886,175.23604,39.54641,31.95093,34.21923,42.59626,743.02794,109.99825,39.57564,167.95579,16.46388,57.3264,119.50765,119.92676,68.89901,12.96506,68.90708,145.87379,28.49544,396.46017,122.48982,89.11997,112.01473,27.75596,64.58658,61.73243,45.72958,10.71929,88.76791,66.56313,21.07231,170.54355
84.84073,43.74577,132.77477,14.18606,24.74935,7.68541,122.9385,8.30501,81.3089,52.82421,54.93779,136.77803,24.98062,35.68222,62.04566,5.45534,257.68352,29.62696,227.01784,42.38253,112.02814,6.45618,133.70952,179.92711,127.36842,58.05041,25.05436,18.55128,831.67204,69.0454,31.85627,80.82095,15.31908,196.1277,91.32509,7.68103,52.75094,130.87312,88.81746,92.6117,197.42908,19.89923,18.48608,77.42743,69.37169,338.03798,77.02582,402.21493,175.68499,194.00436,19.00303,15.47853,15.26036,55.17216,788.17029,74.32763,57.12249,12.43355,825.98321,284.10768,56.75165,118.95772,62.81648,52.35431,106.94102,18.14031,27.70481,21.82328,18.96447,127.96406,40.71697,20.58346,30.39403,58.86448,516.65291,79.97364,38.99686,184.71842,16.48402,38.31059,72.33156,78.61847,42.11018,5.07191,44.96549,79.98509,16.92455,336.7272,71.03387,47.96594,60.02881,31.25996,54.03769,78.79491,44.54965,9.56947,105.11161,146.16002,24.32425,227.19169
71.70179,45.18873,122.94139,20.40731,35.04607,0.03079,160.70888,16.02358,94.25154,68.69123,70.8209,207.69456,40.30266,43.97843,56.62851,2.05552,259.46793,48.26879,308.99678,39.83011,123.47435,8.48739,117.71846,224.10235,147.26913,55.82001,18.42085,27.92581,724.32693,67.87013,25.27424,93.6668,36.72509,183.88726,135.47404,4.02582,56.9938,175.48348,103.30711,130.49735,182.16948,5.62186,10.23868,119.88029,92.559,253.29896,100.65118,491.52732,192.30067,290.761,25.79328,9.47285,16.1996,70.24861,1179.44106,72.63564,44.91376,18.40678,605.64536,303.74627,58.17949,132.50996,76.03406,41.51672,119.58226,14.1402,22.69106,17.38939,29.51718,115.06004,45.63121,35.94797,29.99819,43.74416,655.53342,74.34854,28.87945,233.89518,18.78353,43.41097,101.96171,72.49594,48.5325,0.00752,64.25814,128.16768,6.02038,279.72752,78.86347,59.718,102.91286,34.35629,60.51745,103.39105,49.40617,10.74301,98.60646,110.17145,22.85527,98.28596
70.73272,41.81405,112.40835,19.40275,37.40925,10.50482,214.97747,19.2602,130.79071,89.03883,72.58965,227.1912,39.80504,42.37022,96.26818,3.84405,374.28525,56.77971,333.08612,30.61708,158.83591,7.51451,115.98421,214.13827,130.9452,81.14542,24.85077,40.76041,685.78103,49.14652,15.92838,136.71406,42.32656,223.15359,147.36465,8.29569,80.29995,166.13044,96.67211,129.83643,269.01466,7.59983,10.48523,96.58615,107.00512,361.8361,128.82787,482.84726,247.87514,207.94247,32.06465,40.52585,26.30845,83.19406,586.01753,104.96161,69.79944,33.8814,930.74874,338.14913,33.8188,147.86296,71.50289,44.92738,128.43841,17.34605,24.50643,16.99384,35.23763,149.73174,60.86612,27.50765,63.16471,44.33078,830.97882,84.9201,60.48569,189.70256,34.24332,200.70428,87.01105,105.56803,77.00965,6.38413,96.3195,135.29502,11.17177,264.65622,85.16249,102.09128,79.83777,31.34024,96.7619,79.97618,55.43353,7.03296,84.40932,78.44101,17.7665,136.15216
57.03318,44.25042,94.36997,23.83582,56.01775,9.56931,196.99286,17.23099,164.39029,79.74298,133.21763,246.98676,38.64955,66.27959,121.95219,4.92445,412.28261,45.55192,443.91596,40.31732,145.50208,6.78365,131.59853,214.27447,200.54785,57.19916,31.80471,21.30446,212.97277,40.63989,12.82822,179.81218,50.32672,281.0071,165.19585,7.62141,82.29475,256.24911,151.40835,145.34751,319.65256,10.01625,21.94702,128.84876,195.33444,384.27872,144.63478,486.37566,327.37304,345.44734,25.23392,7.80211,18.08324,104.51441,835.83235,128.78958,95.62284,41.57899,436.83877,400.52796,76.55838,165.87409,89.324,43.14441,166.85589,15.77493,35.93908,18.28511,46.60208,201.77309,82.10456,31.16954,64.2392,64.19388,1186.33579,94.03152,44.93643,243.87986,15.93157,57.70464,93.94219,108.00585,65.36711,7.51109,68.43817,179.79125,15.57309,392.67254,115.7749,87.64015,92.49775,33.52072,87.56547,89.17019,35.27969,10.39991,123.07649,56.37968,24.17395,118.83709
80.44501,35.71967,90.1145,20.71232,42.33673,10.92722,231.10898,21.41482,114.21007,73.88641,85.14948,216.7401,41.54472,51.44935,76.99837,4.74533,271.01811,59.99431,278.2962,45.60823,115.54423,7.21211,121.33772,190.97295,109.6114,77.94895,23.18457,25.12027,499.85396,64.61906,18.95624,114.14409,38.38295,208.23931,123.15483,3.60023,76.07385,190.57765,99.47382,134.69132,223.41199,7.15084,27.36115,96.13017,105.19426,351.72066,111.97528,515.37952,198.59402,241.62723,26.61403,11.64845,20.21009,78.37247,732.34904,96.26036,62.54974,20.87679,709.0052,261.465,36.20397,135.96732,57.79508,35.08298,123.96883,16.70152,31.37236,24.13204,31.69361,134.31071,54.00869,34.53797,48.01266,51.87044,788.83785,66.13948,37.72589,337.46813,14.95023,40.17615,72.14241,73.92511,60.02843,4.36855,42.1971,150.62925,13.74849,392.5899,78.18925,43.61133,83.08523,47.07076,48.36581,87.48304,34.91593,11.75459,102.2798,99.28969,39.72187,114.47165
59.94081,44.33752,71.6475,18.65394,46.88371,14.14707,194.60551,21.44985,130.16731,72.93822,86.95791,193.75781,34.87019,59.25044,76.2541,4.94282,243.5758,50.8382,281.91011,38.10474,119.42459,5.89405,110.35824,210.62172,106.64226,50.26842,26.26846,25.60854,375.72447,47.98488,27.84945,102.76643,34.12463,227.68365,136.66604,2.78205,67.68533,165.16976,76.23411,117.61295,179.06147,4.524,26.61061,95.42853,93.45056,308.99273,111.3883,547.03231,177.0732,255.00769,17.55602,10.74664,12.68701,75.18623,782.88119,80.38843,44.3213,20.04063,413.26657,242.6262,44.96435,167.71555,58.81805,29.19604,130.59011,14.01866,23.92844,12.22667,32.95335,122.31991,38.08522,36.2589,47.90924,51.27077,797.16877,57.59491,37.47815,290.94755,17.79671,45.96947,96.62562,61.2795,63.63151,10.47322,45.54856,115.37151,9.47194,389.10553,86.87008,61.04894,74.90403,42.46231,62.31853,83.50458,38.78691,10.6463,100.08124,99.669,42.59166,110.70709
58.55731,39.85923,79.70769,24.55425,36.44472,13.19749,197.14312,23.01665,116.55159,78.06945,78.41549,167.56795,42.5351,68.31531,80.42157,3.01967,230.47664,57.47102,266.159,47.61969,121.12719,7.77922,101.08654,187.29628,122.1491,66.42828,14.63511,22.22793,785.64373,57.43413,22.33166,128.22534,28.31513,184.64933,140.99863,3.0889,61.78622,149.07436,100.08396,112.19431,206.39033,8.84399,22.49939,94.74321,87.83565,322.75076,98.9135,502.71929,177.19756,225.14939,19.0226,5.40937,19.79168,85.41289,612.75321,81.47375,58.11933,23.64823,595.96972,257.88956,64.86852,152.59833,60.36364,33.82821,116.11093,16.52993,17.87896,16.67831,30.95094,136.69303,45.06803,41.06337,41.35635,61.46786,664.75602,73.27213,40.11693,248.66715,7.16257,28.40094,69.53261,71.76219,49.57741,4.0952,42.00834,132.12973,10.76048,316.19434,79.15908,49.27693,69.24517,37.61959,52.70463,93.42819,36.49726,8.27877,110.42774,160.51645,45.71994,117.94976
76.8182,28.78462,79.91644,21.66939,52.72018,15.06929,203.46696,18.22194,130.54884,51.44019,85.09722,236.63375,27.50171,64.50341,74.50991,5.08409,262.78235,32.90316,299.15336,55.86027,131.57141,10.9065,137.27387,226.83724,121.66255,78.49874,27.79219,24.232,351.11443,48.46641,24.57119,119.81739,22.5348,217.92991,148.22515,5.26398,76.85347,188.64563,110.63611,123.72255,207.91945,7.78211,21.72889,104.45093,99.7677,332.11684,128.50846,573.63283,210.69472,249.81995,19.98073,8.35393,13.53701,70.88475,800.25376,111.5805,55.87884,16.06603,599.61945,258.49145,55.03582,151.58368,61.90474,37.38407,123.19728,16.51638,20.0429,22.52485,32.89343,134.12336,45.70863,29.79231,53.53375,50.41679,861.85591,66.36724,35.2318,274.33541,23.14183,46.76045,118.45385,94.85397,66.21198,5.06448,59.8559,136.52819,18.3561,402.47583,75.48586,45.83056,88.17278,38.43949,56.74971,71.37269,45.68588,12.14983,116.2102,92.55667,37.14413,143.9819
62.33764,40.3695,80.93946,13.43654,32.32175,17.8416,189.39719,17.55809,113.52597,63.88337,76.24792,171.39881,29.80736,69.80511,65.21519,5.61002,273.62295,40.17229,294.47925,42.85774,112.85854,7.22843,119.69179,180.98584,110.7156,71.70288,21.92977,17.43071,519.67534,54.78705,15.86099,92.91997,35.43389,228.82101,111.24285,5.7814,68.09566,160.9243,106.02836,122.88421,219.22152,13.31683,16.37959,101.36191,108.55259,351.76594,100.63144,480.23699,219.25409,251.67507,25.57588,11.40213,18.34889,72.73571,688.89319,96.65784,68.47164,20.83125,640.86864,306.18382,42.03246,137.33273,55.66407,25.93191,114.59452,15.92447,27.95974,21.1614,40.56949,143.68584,48.56983,40.22707,63.25277,50.35864,784.94775,65.91034,35.77076,324.28985,17.61502,39.04176,62.7841,83.75017,41.92409,5.99899,48.79819,77.74395,9.98968,438.69863,84.13589,45.12934,73.49001,40.09073,57.2989,89.36034,44.47087,14.99974,118.68102,105.28685,39.77259,139.20689
73.33356,44.89394,91.88132,20.04589,43.46589,22.16887,137.41667,14.74728,87.7145,53.66613,63.41285,141.50518,29.94197,48.16485,53.97254,1.29489,208.85712,46.35183,226.41783,31.0043,110.00201,5.45643,99.80606,201.70074,85.12146,54.7503,21.18941,16.91195,527.45496,79.55038,28.71307,68.74557,35.94432,157.34074,112.63262,4.12073,63.79492,130.10817,70.30455,105.01352,164.31331,5.57863,25.66903,90.89707,58.22303,285.59479,89.63776,398.89951,140.12612,181.48509,13.0107,6.55978,12.87519,62.86864,697.7838,57.17781,44.23,14.87,615.25977,187.85731,50.56475,108.60227,51.70385,37.89594,95.0034,13.68015,29.69759,12.19847,20.12653,101.91326,40.05739,34.61857,36.83336,60.90942,575.50803,48.58361,24.70261,227.38274,11.78152,33.10026,84.75478,62.68989,47.03417,3.75701,33.72097,98.84685,11.33929,280.64059,78.60729,30.71875,58.66544,39.40223,61.77632,75.79969,44.8452,9.83946,114.41399,134.41195,36.56433,130.47153
53.84336,43.00393,75.96564,17.62508,30.8993,13.96188,179.76723,14.97322,84.34694,57.69459,58.32617,161.0868,24.57584,49.91958,59.98356,3.27674,188.63713,38.53873,203.6063,53.87831,90.84559,8.80192,91.29416,183.17036,82.32633,52.88226,18.13459,27.70549,530.654,52.9284,15.42098,81.08456,30.49949,165.38311,123.80593,1.91144,55.55386,114.85396,65.06797,115.47467,170.80247,6.42116,18.60801,84.17382,69.66389,351.16865,88.93593,499.14112,123.35564,185.23328,19.2257,3.5099,16.64602,70.16952,772.52386,78.7499,39.90742,19.46632,638.5451,173.27544,48.34446,112.64085,41.38849,32.43658,107.36202,13.70632,28.83515,15.49551,20.81075,97.71425,31.05068,46.74426,42.34667,43.8768,610.34309,56.14758,21.31182,161.36109,7.23474,41.37808,100.77961,47.66342,52.27791,5.01861,33.67216,104.10784,10.64785,302.46686,64.4436,43.64469,65.4062,41.70638,43.06135,62.58998,53.59982,8.86394,93.87182,96.18773,43.75454,124.1287
87.27745,35.64931,156.97715,22.03033,48.8973,11.63769,174.63574,12.91226,106.94286,63.51686,72.3561,213.81813,39.66323,58.78953,92.03991,5.73813,293.84899,36.89756,330.94167,42.21231,130.07961,6.17498,137.58755,196.15305,132.83255,67.49079,22.69277,26.39319,379.3251,64.38181,27.08502,121.95547,40.47524,221.2088,128.18962,5.7473,75.83919,193.70667,118.12582,145.20572,261.84331,4.3314,15.62167,114.89374,105.01998,368.28473,98.2639,481.8037,214.7941,196.1622,22.27335,16.99655,11.72281,71.89992,631.16332,98.97887,67.22282,16.43452,1327.2236,329.67114,88.21994,156.44951,57.29453,46.81953,123.171,14.81165,52.57674,22.14546,34.09517,167.56037,51.62136,35.58356,57.20674,57.43698,783.9538,56.58568,35.93895,211.16071,13.17092,47.12731,80.22072,88.30336,71.41618,6.47879,45.31801,139.13474,8.03067,425.29159,69.31091,51.09057,88.84409,41.02555,70.45138,70.98462,41.91612,10.43625,114.22396,74.26279,37.37683,177.70552
46.11094,30.81528,63.54322,9.66363,56.99539,16.59603,224.32207,15.0113,83.59359,55.09279,48.63018,215.55446,44.7024,68.33867,39.796,1.00912,192.12288,56.19335,217.83426,37.96855,113.88225,5.62811,88.40288,203.86286,89.78448,59.97675,16.62224,25.84358,538.22951,63.95532,32.97868,77.85462,40.81546,153.98165,128.10232,6.89797,53.13731,129.34866,60.77217,72.75243,161.02314,5.07423,29.18924,96.29768,73.88011,311.64325,88.86832,482.86647,133.79879,208.14391,17.21324,5.87717,14.90059,58.23451,762.73182,83.8713,36.87287,17.38341,755.72575,159.22049,42.45609,120.20429,40.05094,11.17764,105.75491,17.91715,23.47923,12.1287,18.81859,87.23601,37.55489,52.40652,46.77048,60.09496,584.8508,53.04805,26.78758,295.56676,15.12764,27.92555,108.22392,48.36045,50.64862,1.96547,28.68283,81.65093,9.37453,317.58047,62.56133,26.06472,57.19681,45.10888,66.49455,57.44247,43.1336,12.47478,113.47629,86.5953,60.18505,136.86838
90.46208,53.25404,135.85846,14.08021,44.31186,9.33011,161.79707,12.333,105.54305,62.48642,56.84508,174.84719,32.45288,65.2591,60.88935,5.32882,240.98794,37.97894,251.64967,68.41833,115.24521,7.94666,126.54792,176.48919,118.49838,57.86891,22.10085,15.62207,626.51915,79.75583,25.45807,97.48472,32.41062,190.63947,116.97478,5.52736,59.69622,153.25273,97.47598,117.18803,235.69183,7.08861,21.94338,86.21193,81.42895,348.62469,100.55242,465.82581,178.45156,197.20111,9.46672,7.50801,11.63704,69.30562,671.44067,99.85977,64.20144,18.86607,793.06116,239.1057,51.55236,123.38835,48.72539,44.42053,108.88628,13.24376,41.3369,21.11332,28.56521,146.20997,45.34868,38.12398,47.93191,70.61493,599.44323,51.53584,26.65032,176.78959,8.68888,33.33353,104.70479,64.36474,47.06783,4.35021,48.41269,117.77842,11.5941,418.26882,62.61155,41.26165,81.29824,39.95292,55.47646,92.08762,43.52696,12.23889,98.23477,123.70504,41.70574,182.95356
115.81503,54.49387,128.2984,17.16552,36.83011,14.63565,178.98583,13.15732,93.03462,72.59771,50.38262,144.54891,33.43426,41.58815,62.15395,7.4507,177.19661,38.34516,205.07707,49.61375,117.85455,10.21828,94.60514,141.03468,88.09441,54.09654,20.06452,19.8913,963.3785,87.61687,27.54501,83.34634,29.3018,142.71112,117.54566,5.11883,47.10757,132.59788,78.44464,98.54104,197.9656,2.83292,22.34548,77.77193,78.99361,301.56709,84.91614,382.48174,156.86588,174.08046,20.6434,8.96689,23.41617,54.50542,524.10138,81.2838,55.46149,17.05208,800.65302,217.0082,52.25135,118.70883,56.46302,31.61423,99.23026,18.9626,26.27549,21.62341,28.24944,103.94176,48.61352,43.71293,51.29908,66.68493,525.54459,49.38779,25.90101,297.39849,21.05488,25.44218,67.68969,66.49848,51.66689,2.88176,39.49971,99.43962,14.63494,370.39901,67.4658,27.47333,57.28019,47.27536,59.64344,92.98569,41.99573,13.48547,113.04928,190.34281,41.8413,132.99361
69.30016,52.46736,92.62226,22.767,44.20188,14.93019,164.08279,14.56825,112.38088,80.515,69.55308,181.39117,35.37534,63.37878,60.82954,10.33819,232.19734,30.78966,285.8594,42.97216,113.04461,6.52792,132.13039,174.78624,118.00979,74.80118,23.13137,23.4458,525.12862,59.26553,22.91474,111.42391,43.22432,194.21668,119.61356,6.43871,64.04761,177.93017,91.2066,123.15504,191.3447,6.44451,14.45649,106.95986,103.41021,330.77189,112.19513,442.87564,212.05208,223.97806,22.34598,8.9877,19.05801,76.47724,737.18833,114.5913,67.3753,17.42681,467.91258,259.77693,43.81376,147.16925,59.67049,35.89872,112.02858,16.50574,33.89124,14.81543,34.46382,153.59955,53.05656,30.33533,56.3961,77.70881,776.81144,73.78739,21.17581,289.33377,21.47319,45.76554,89.26615,77.67894,58.62761,6.61308,59.9748,130.65722,17.55696,403.34739,69.89621,50.37157,89.35957,36.31997,59.04162,79.72164,37.8143,8.61263,96.00788,115.76343,32.45386,183.45124
77.47685,35.35512,97.78144,20.72187,47.71498,14.83351,133.64736,15.29355,101.58924,58.89757,63.45741,150.74367,33.21586,48.61732,77.1901,7.86318,225.74408,42.54075,262.60417,60.8845,103.40618,8.47978,114.14473,166.79665,129.07591,62.33164,22.57296,16.88356,686.78554,52.44585,20.96778,95.12073,24.84486,176.0273,107.98266,6.31232,56.76597,135.87099,74.54435,108.12039,200.87803,9.96535,17.86017,85.31721,81.09686,305.53733,95.33916,385.41723,189.47844,193.46297,22.23379,9.98277,17.83824,54.56655,615.43985,91.88057,59.29059,22.09627,822.86845,247.93882,37.96462,115.53595,54.39743,37.70771,116.12212,12.87921,34.87027,17.49389,28.99395,130.42114,47.79734,39.28803,53.25661,65.97763,650.20828,57.47858,25.63834,239.84066,11.18779,37.56726,74.05783,78.83328,42.05767,4.23748,36.45773,118.43473,12.59553,438.07603,76.84562,38.42168,63.84555,35.29824,63.40085,81.95837,46.67232,14.56421,98.77775,132.36296,33.98058,159.77451
54.54704,46.5693,118.98742,13.30739,47.19698,11.6911,161.48321,19.43355,83.45618,73.48903,64.94381,165.43473,35.00933,52.63162,60.31393,5.17217,224.96804,39.84909,243.36261,45.98729,124.81162,6.18857,120.9238,181.73457,96.84583,52.139,25.67534,21.70866,636.17269,61.90296,25.7635,87.41061,28.35873,168.6446,114.9798,4.5168,52.84298,143.88318,93.84169,92.09959,157.08081,8.10005,28.54423,103.25576,74.30482,355.11979,128.50237,471.2794,170.08925,202.96488,19.20369,10.60785,17.00522,73.39964,687.97624,81.4097,55.17875,22.50182,531.16027,190.7115,41.06983,136.16087,63.01909,30.00532,111.2212,15.38274,22.35556,23.50453,26.88758,118.4866,51.75144,40.59684,45.81857,66.22526,579.67341,54.03609,27.62442,313.52709,14.15046,22.22276,86.53441,73.07546,50.15282,7.55991,36.71256,100.28753,8.99046,366.17762,68.72384,37.50973,74.22914,29.61572,54.12923,75.94678,43.42242,12.32825,104.8061,159.33024,29.94573,122.77582
49.2182,36.30117,92.64063,15.10584,45.53133,16.09085,139.88008,17.96042,82.72682,64.95051,58.65664,175.47224,32.81543,53.55168,55.95051,3.20556,215.74475,32.30284,218.12083,58.05875,92.52955,5.32418,85.80886,171.89242,94.84664,68.57099,16.53171,13.20147,828.01013,65.54061,26.66609,69.64612,42.87183,167.31531,112.87588,2.13393,55.40094,131.1045,84.95631,112.34665,231.33968,7.44801,26.02867,85.34009,70.97199,347.77686,87.47805,428.9976,139.52417,174.30752,19.50551,13.26918,18.50935,68.89948,610.93826,71.10309,58.8477,18.57109,1463.92624,229.03477,52.41352,136.02889,53.46853,25.56996,94.70136,10.15901,15.11306,16.92395,27.21645,113.50775,38.3278,41.95391,40.81495,57.7132,555.37755,51.8997,34.98511,170.76088,7.73632,30.26658,60.8612,51.5013,57.33036,4.46373,37.98856,79.54781,2.47883,381.73926,50.06481,29.95045,50.69066,29.30692,48.93368,76.26145,39.98039,9.84265,89.59031,105.72663,37.78742,117.28272
